property_id,bank,bus_station,casino,childcare,cinema,clinic,college,community_centre,conference_centre,dentist,doctors,events_venue,fast_food,hospital,kindergarten,library,love_hotel,marketplace,monastery,parking,police,restaurant,geometry
6cb5b274136a8af9cbcbfecb,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,10,10,13,"c(-74.062, 4.696)"
fd4391575de29cb2d1c5bf87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,"c(-74.0640029907, 4.7059998512)"
d86346d91395f49e35e1ce25,4,4,4,4,4,7,7,7,7,7,7,7,8,8,10,10,10,10,10,20,20,23,"c(-74.0312057, 4.7151878)"
6eebf02c01a2ce43d6a15f93,0,2,2,2,2,2,2,3,3,3,3,3,5,6,6,6,6,6,6,9,9,9,"c(-74.058, 4.706)"
7add57d1407b73f43d591de0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,7,7,13,"c(-74.0712296963, 4.7106512262)"
2060a5e632364063cb4a3af1,7,13,13,15,15,18,18,18,18,21,21,21,25,26,31,31,31,32,32,40,40,59,"c(-74.0493908, 4.7229236)"
77bf6fb15cf12658cbd0888f,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,"c(-74.0254013, 4.7111551)"
69776c606c1261d5d988654e,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,13,15,"c(-74.0511416, 4.6745326)"
9e992530a6ee5336eed3832b,5,10,10,11,11,11,14,14,14,14,14,14,14,16,16,16,16,16,16,33,33,37,"c(-74.106236, 4.708079)"
c6117d2ead17c2c9b9efc02d,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,13,14,15,"c(-74.034158, 4.702646)"
bdb94ca82d739a9ed4c2dd20,2,8,8,8,8,10,11,11,12,12,12,12,12,13,13,13,13,13,13,21,21,29,"c(-74.081172, 4.627848)"
296c465e26039998c412e6a3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15,15,17,"c(-74.040574, 4.6968213)"
425ed31eb7970bd50012f276,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,8,8,10,"c(-74.125, 4.635)"
ee510e3a8f03a3cf097c5251,0,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,21,21,22,"c(-74.1097705, 4.7128727)"
ee72bdb800dd4c0cfd111ad0,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,4,10,10,11,"c(-74.027, 4.719)"
f8f846e1e5b8e8141a1ef16d,0,0,0,1,1,2,2,2,2,2,2,2,2,3,6,6,6,6,6,8,8,11,"c(-74.078, 4.695)"
1134170cd0efd842d9ecb2ad,0,0,0,2,2,2,2,2,2,3,3,3,3,3,5,5,5,5,5,14,14,16,"c(-74.114767, 4.6619042)"
1b176647a8930ebb8ef006b4,2,4,5,5,5,5,5,5,5,5,5,5,9,10,11,11,11,11,11,19,19,23,"c(-74.0513673, 4.7035931)"
0f74747f8a70514ee03939c8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,"c(-74.026, 4.693)"
d57802cdf26d7e35b0b505fc,6,6,6,7,7,9,9,9,9,10,10,10,11,11,16,16,16,16,16,22,22,35,"c(-74.044, 4.727)"
7975c10574aae3a32cd767f0,0,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,16,17,17,"c(-74.107235, 4.6558242)"
6661616c62292cffaeafa5ab,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,"c(-74.0665794, 4.7085617)"
1c9c3e8f7093ae7afdabab0e,12,12,12,12,12,12,13,15,15,16,16,16,18,19,20,20,20,21,21,40,40,47,"c(-74.1439971924, 4.6739997864)"
426c4d064dfb82d8066a9ed6,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,11,12,13,"c(-74.071749, 4.657062)"
