property_id,bank,bus_station,casino,childcare,cinema,clinic,college,community_centre,conference_centre,dentist,doctors,events_venue,fast_food,hospital,kindergarten,library,love_hotel,marketplace,monastery,parking,police,restaurant,geometry
66dbab6acd8517988a2cfd28,0,3,3,3,3,3,4,6,6,6,6,6,6,6,6,6,6,6,6,18,18,19,"c(-74.076479, 4.678562)"
05a761f20a0c93c73335d0b4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,17,17,17,"c(-74.043, 4.679)"
f75e371a506073a78c26d969,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,4,5,8,"c(-74.059517, 4.713359)"
8c4afc45a0101a796d7f5835,3,4,4,4,4,5,5,5,5,6,6,6,8,9,9,10,10,10,10,19,22,34,"c(-74.058747, 4.651412)"
ac924ea6f4fe47520187e846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,"c(-74.026, 4.721)"
3dc28c70c8d7a85aa02ec4b2,0,1,1,1,1,1,1,4,4,4,4,4,4,5,5,5,5,5,5,10,10,10,"c(-74.1819781, 4.6248723)"
f01b7d80d199ca0448080638,5,5,5,5,5,5,5,5,5,5,5,5,6,6,11,11,11,11,11,22,22,33,"c(-74.04, 4.723)"
235780a240ca5211907a628f,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,22,22,23,"c(-74.047761, 4.677988)"
6042dabb3be1965d42e2501c,0,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,8,8,8,"c(-74.058, 4.705)"
fe0c59191e4d9c50fc519bb0,7,7,7,7,7,7,7,7,7,7,7,7,8,8,12,12,12,12,12,27,27,38,"c(-74.0394, 4.72186)"
5e32244d4ef85edf91e8d876,8,8,9,10,10,11,11,11,11,11,11,11,12,13,13,13,13,13,13,27,27,34,"c(-74.0457738, 4.7031123)"
a3474b61f4919bea6a03f783,5,5,6,7,7,7,7,7,7,7,7,7,8,9,9,9,9,9,9,24,24,28,"c(-74.0469905734, 4.7039148584)"
17c86fdd4bfd44a2115b5c66,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,25,25,28,"c(-74.0316474, 4.721862)"
d5081f0aa7803e79c4ce9edb,0,0,0,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,15,15,16,"c(-74.0585972, 4.7338561)"
33ff252f1305e986fba887f6,1,2,2,2,2,5,5,5,5,5,5,5,6,6,6,6,6,6,6,22,22,23,"c(-74.047, 4.684)"
1382c9acd52c3887c35fb397,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,7,9,"c(-74.0274238586, 4.7046847323)"
ded498590058c09a958df5e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,"c(-74.045204403, 4.6654036482)"
3fd061562cd5834078c202bc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,"c(-74.049, 4.658)"
911effb536fa361681efaea8,0,0,0,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,"c(-74.034, 4.73)"
d4b55d594674ae5c5a95b5a4,3,8,8,8,8,16,16,16,16,16,16,16,17,19,19,19,19,19,19,28,28,29,"c(-74.0527004, 4.6841461)"
7ebc3afcc3f0cbff3b61cd88,0,0,0,2,2,4,4,4,4,6,7,7,8,9,11,11,11,11,11,16,17,25,"c(-74.042, 4.742)"
99f286b590b8cfd8847c9e20,5,5,5,6,6,6,6,6,6,6,6,6,8,8,12,12,12,12,12,20,20,34,"c(-74.041701, 4.725476)"
ecfadfe2029f954a3b89b3a9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,"c(-74.042839, 4.669023)"
9445c9016fc9eb546779f6b5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,"c(-74.038794, 4.755436)"
